F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,Cls
1.0,0.95,0.0,0.023215447185109837,0.5,0.1,1.0,0.7383261187337781,0.023215447185109837,1.0,0.5334757013103998,NonSpammer
1.0,0.9275862068965518,0.0,0.021452727223421644,0.5,0.08571428571428572,1.0,0.8304528830604435,0.021452727223421644,1.0,0.5386658830118124,NonSpammer
1.0,0.968,0.0,0.02347814073352465,0.5,0.08571428571428572,1.0,0.6483725799206951,0.02347814073352465,1.0,0.5249043147102029,NonSpammer
0.8,0.9575757575757576,0.0,0.02633622138230433,0.5,0.08571428571428572,1.0,0.6448738744876731,0.02633622138230433,1.0,0.5040836360542326,NonSpammer
1.0,0.9304347826086957,0.0,0.030319795288015403,0.5,0.08571428571428572,1.0,0.6070279592460819,0.030319795288015403,1.0,0.5183816618145094,NonSpammer
1.0,0.9400000000000001,0.0,0.017713562200501787,0.5,0.08571428571428572,1.0,0.5869554383788037,0.017713562200501787,1.0,0.5148096848494094,NonSpammer
1.0,0.9307692307692308,0.0,0.02199286968650407,0.5,0.08571428571428572,1.0,0.6626256918907117,0.02199286968650407,1.0,0.5223094947747237,NonSpammer
0.8,0.9374233128834355,0.0,0.02514404836391775,0.5,0.08571428571428572,1.0,0.7596169602640023,0.02514404836391775,1.0,0.5133042655589559,NonSpammer
1.0,1.0,0.0,0.031154003636992056,0.5,0.08571428571428572,1.0,0.5278886059240788,0.031154003636992056,1.0,0.5175910898912349,NonSpammer
1.0,1.0,0.5416666666666667,0.6257260101723554,0.5,0.3,1.0,0.3305159880491513,0.6257260101723554,1.0,0.6923634675060529,Spammer
0.0,1.0,0.5416666666666667,0.8253968253968254,0.5,0.3,1.0,0.07010582010582012,0.8253968253968254,1.0,0.6062566137566138,Spammer
1.0,1.0,1.0,1.0709550636424583,1.0,0.7142857142857143,0.12,0.2905338491974343,1.0709550636424583,0.56,0.7826729690768065,Spammer
1.0,1.0,1.0,0.9701824297589827,1.0,0.7571428571428571,0.16981132075471697,0.34426207172162526,0.9701824297589827,0.5849056603773585,0.7796486769514523,Spammer
0.8,0.9454545454545455,0.0,0.048003916736891236,1.0,0.12857142857142856,0.6666666666666666,0.6459580593631036,0.048003916736891236,0.8333333333333334,0.511599186686286,NonSpammer
0.8,1.0,1.0,1.3157634122823763,1.0,1.0,0.11428571428571428,0.2059837906871785,1.3157634122823763,0.5571428571428572,0.8308939186680503,Spammer
1.0,1.0,1.0,0.962367420240387,1.0,0.8714285714285714,0.11475409836065574,0.387051394520154,0.962367420240387,0.5573770491803278,0.7855345953970484,Spammer
1.0,1.0,1.0,0.8110953399008726,1.0,0.5857142857142857,0.17073170731707318,0.37404913175040616,0.8110953399008726,0.5853658536585366,0.7338051658242046,Spammer
1.0,1.0,1.0,1.0881650281955892,1.0,0.6714285714285714,0.1276595744680851,0.29958094031488897,1.0881650281955892,0.5638297872340425,0.7838828929836766,Spammer
